taxon,classification
Macaca_tonkeana,Primates
Macroderma_gigas,Chiroptera
Macrogalidia_musschenbroekii,Carnivora
Meriones_hurrianae,Rodentia
Meriones_libycus,Rodentia
Mesocapromys_melanurus,Rodentia
Mesocapromys_nanus,Rodentia
Mesocricetus_auratus,Rodentia
Mesocricetus_brandti,Rodentia
Mesocricetus_newtoni,Rodentia
Mesocricetus_raddei,Rodentia
Mesomys_hispidus,Rodentia
Mesomys_leniceps,Rodentia
Mesomys_stimulax,Rodentia
Mesophylla_macconnelli,Chiroptera
Mesoplodon_bidens,Cetacea
Mesoplodon_bowdoini,Cetacea
Mesoplodon_carlhubbsi,Cetacea
Mesoplodon_densirostris,Cetacea
Mesoplodon_europaeus,Cetacea
Mesoplodon_ginkgodens,Cetacea
Mesoplodon_grayi,Cetacea
Mesoplodon_hectori,Cetacea
Macroglossus_minimus,Chiroptera
Macroglossus_sobrinus,Chiroptera
Macrophyllum_macrophyllum,Chiroptera
Macropus_agilis,Diprotodontia
Macropus_antilopinus,Diprotodontia
Macropus_bernardus,Diprotodontia
Macropus_dorsalis,Diprotodontia
Macropus_eugenii,Diprotodontia
Macropus_fuliginosus,Diprotodontia
Macropus_giganteus,Diprotodontia
Macropus_greyi,Diprotodontia
Macropus_irma,Diprotodontia
Macropus_parma,Diprotodontia
Macropus_parryi,Diprotodontia
Macropus_robustus,Diprotodontia
Macropus_rufogriseus,Diprotodontia
Macropus_rufus,Diprotodontia
Macroscelides_proboscideus,Afrotheria
Macrotarsomys_bastardi,Rodentia
Macrotarsomys_ingens,Rodentia
Macrotis_lagotis,other Australidelphia
Macrotis_leucura,other Australidelphia
Macrotus_californicus,Chiroptera
Macrotus_waterhousii,Chiroptera
Macruromys_elegans,Rodentia
Macruromys_major,Rodentia
Madoqua_guentheri,Artiodactyla
Madoqua_kirkii,Artiodactyla
Madoqua_piacentinii,Artiodactyla
Madoqua_saltiana,Artiodactyla
Madromys_blanfordi,Rodentia
Makalata_didelphoides,Rodentia
Makalata_grandis,Rodentia
Makalata_macrura,Rodentia
Makalata_obscura,Rodentia
Makalata_rhipidura,Rodentia
Malacomys_edwardsi,Rodentia
Malacomys_longipes,Rodentia
Malacothrix_typica,Rodentia
Mallomys_aroaensis,Rodentia
Mallomys_gunung,Rodentia
Mallomys_istapantap,Rodentia
Mallomys_rothschildi,Rodentia
Mammelomys_lanosus,Rodentia
Mammelomys_rattoides,Rodentia
Mandrillus_leucophaeus,Primates
Mandrillus_sphinx,Primates
Manis_crassicaudata,Pholidota
Marmota_vancouverensis,Rodentia
Martes_americana,Carnivora
Martes_flavigula,Carnivora
Martes_foina,Carnivora
Martes_gwatkinsii,Carnivora
Martes_martes,Carnivora
Martes_melampus,Carnivora
Martes_pennanti,Carnivora
Martes_zibellina,Carnivora
Massoutiera_mzabi,Rodentia
Mastacomys_fuscus,Rodentia
Mastomys_coucha,Rodentia
Mastomys_erythroleucus,Rodentia
Mastomys_natalensis,Rodentia
Mastomys_shortridgei,Rodentia
Maxomys_alticola,Rodentia
Maxomys_baeodon,Rodentia
Maxomys_bartelsii,Rodentia
Maxomys_inas,Rodentia
Maxomys_ochraceiventer,Rodentia
Maxomys_panglima,Rodentia
Maxomys_rajah,Rodentia
Maxomys_surifer,Rodentia
Maxomys_whiteheadi,Rodentia
Mazama_americana,Artiodactyla
Mazama_bricenii,Artiodactyla
Mazama_chunyi,Artiodactyla
Mazama_gouazoubira,Artiodactyla
Mazama_nana,Artiodactyla
Mazama_rufina,Artiodactyla
Megadendromus_nikolausi,Rodentia
Megaderma_lyra,Chiroptera
Megaderma_spasma,Chiroptera
Megadontomys_thomasi,Rodentia
Megaerops_ecaudatus,Chiroptera
Melogale_everetti,Carnivora
Melogale_moschata,Carnivora
Melogale_personata,Carnivora
Melomys_aerosus,Rodentia
Melomys_arcium,Rodentia
Melomys_bougainville,Rodentia
Melomys_burtoni,Rodentia
Melomys_capensis,Rodentia
Melomys_caurinus,Rodentia
Melomys_cervinipes,Rodentia
Melomys_fulgens,Rodentia
Melomys_leucogaster,Rodentia
Melomys_lutillus,Rodentia
Melomys_matambuai,Rodentia
Melomys_obiensis,Rodentia
Melomys_rubicola,Rodentia
Melomys_rufescens,Rodentia
Melomys_talaudium,Rodentia
Melonycteris_melanops,Chiroptera
Melonycteris_woodfordi,Chiroptera
Melursus_ursinus,Carnivora
Menetes_berdmorei,Rodentia
Mephitis_macroura,Carnivora
Mephitis_mephitis,Carnivora
Meriones_crassus,Rodentia
Microtus_lusitanicus,Rodentia
Microtus_majori,Rodentia
Microtus_maximowiczii,Rodentia
Microtus_mexicanus,Rodentia
Microtus_middendorffii,Rodentia
Microtus_miurus,Rodentia
Microtus_montanus,Rodentia
Microtus_montebelli,Rodentia
Microtus_multiplex,Rodentia
Microtus_oaxacensis,Rodentia
Microtus_ochrogaster,Rodentia
Microtus_oeconomus,Rodentia
Microtus_oregoni,Rodentia
Microtus_pennsylvanicus,Rodentia
Microtus_pinetorum,Rodentia
Microtus_quasiater,Rodentia
Microtus_richardsoni,Rodentia
Microtus_sachalinensis,Rodentia
Microtus_savii,Rodentia
Microtus_socialis,Rodentia
Microtus_subterraneus,Rodentia
Microtus_tatricus,Rodentia
Microtus_thomasi,Rodentia
Microtus_townsendii,Rodentia
Microtus_transcaspicus,Rodentia
Microtus_umbrosus,Rodentia
Microtus_xanthognathus,Rodentia
Millardia_gleadowi,Rodentia
Millardia_meltada,Rodentia
Mimetillus_moloneyi,Chiroptera
Mimon_bennettii,Chiroptera
Mimon_cozumelae,Chiroptera
Mimon_crenulatum,Chiroptera
Miniopterus_australis,Chiroptera
Miniopterus_fraterculus,Chiroptera
Miniopterus_inflatus,Chiroptera
Miniopterus_macrocneme,Chiroptera
Miniopterus_magnater,Chiroptera
Miniopterus_medius,Chiroptera
Miniopterus_natalensis,Chiroptera
Miniopterus_pusillus,Chiroptera
Miniopterus_schreibersii,Chiroptera
Miniopterus_tristis,Chiroptera
Muntiacus_feae,Artiodactyla
Muntiacus_gongshanensis,Artiodactyla
Muntiacus_muntjak,Artiodactyla
Muntiacus_reevesi,Artiodactyla
Muntiacus_rooseveltorum,Artiodactyla
Muntiacus_vuquangensis,Artiodactyla
Murexechinus_melanurus,other Australidelphia
Murexia_longicaudata,other Australidelphia
Necromys_punctulatus,Rodentia
Necromys_temchuki,Rodentia
Necromys_urichi,Rodentia
Nectogale_elegans,Eulipotyphla
Nectomys_rattus,Rodentia
Nectomys_squamipes,Rodentia
Muriculus_imberbis,Rodentia
Murina_aenea,Chiroptera
Murina_cyclotis,Chiroptera
Murina_florium,Chiroptera
Murina_huttoni,Chiroptera
Murina_leucogaster,Chiroptera
Murina_suilla,Chiroptera
Mesoplodon_layardii,Cetacea
Mesoplodon_mirus,Cetacea
Mesoplodon_stejnegeri,Cetacea
Metachirus_nudicaudatus,Ameridelphia
Micaelamys_granti,Rodentia
Micaelamys_namaquensis,Rodentia
Micoureus_alstoni,Ameridelphia
Micoureus_constantiae,Ameridelphia
Micoureus_demerarae,Ameridelphia
Micoureus_paraguayanus,Ameridelphia
Micoureus_regina,Ameridelphia
Microcavia_australis,Rodentia
Microcavia_niata,Rodentia
Microcavia_shiptoni,Rodentia
Microcebus_berthae,Primates
Microcebus_griseorufus,Primates
Microcebus_murinus,Primates
Microcebus_myoxinus,Primates
Microcebus_ravelobensis,Primates
Microcebus_rufus,Primates
Microcebus_sambiranensis,Primates
Microcebus_tavaratra,Primates
Microdipodops_megacephalus,Rodentia
Microdipodops_pallidus,Rodentia
Microgale_brevicaudata,Afrotheria
Microgale_cowani,Afrotheria
Microgale_dobsoni,Afrotheria
Microgale_drouhardi,Afrotheria
Microgale_dryas,Afrotheria
Microgale_fotsifotsy,Afrotheria
Microgale_gracilis,Afrotheria
Microgale_gymnorhyncha,Afrotheria
Microgale_longicaudata,Afrotheria
Microgale_monticola,Afrotheria
Microgale_parvula,Afrotheria
Microgale_principula,Afrotheria
Microgale_pusilla,Afrotheria
Microgale_soricoides,Afrotheria
Microgale_taiva,Afrotheria
Microgale_talazaci,Afrotheria
Microgale_thomasi,Afrotheria
Microhydromys_richardsoni,Rodentia
Micromys_minutus,Rodentia
Micronycteris_hirsuta,Chiroptera
Micronycteris_megalotis,Chiroptera
Micronycteris_minuta,Chiroptera
Micronycteris_schmidtorum,Chiroptera
Microperoryctes_longicauda,other Australidelphia
Microperoryctes_murina,other Australidelphia
Microperoryctes_papuensis,other Australidelphia
Micropotamogale_lamottei,Afrotheria
Micropotamogale_ruwenzorii,Afrotheria
Micropteropus_pusillus,Chiroptera
Microryzomys_altissimus,Rodentia
Microryzomys_minutus,Rodentia
Microsciurus_alfari,Rodentia
Microsciurus_flaviventer,Rodentia
Microsciurus_mimulus,Rodentia
Microsciurus_santanderensis,Rodentia
Microtus_abbreviatus,Rodentia
Microtus_agrestis,Rodentia
Microtus_arvalis,Rodentia
Microtus_breweri,Rodentia
Microtus_cabrerae,Rodentia
Microtus_californicus,Rodentia
Microtus_canicaudus,Rodentia
Microtus_chrotorrhinus,Rodentia
Myotis_rosseti,Chiroptera
Myotis_ruber,Chiroptera
Myotis_siligorensis,Chiroptera
Myotis_simus,Chiroptera
Myotis_sodalis,Chiroptera
Myotis_thysanodes,Chiroptera
Myotis_tricolor,Chiroptera
Myotis_velifer,Chiroptera
Myotis_vivesi,Chiroptera
Myotis_volans,Chiroptera
Myotis_welwitschii,Chiroptera
Myotis_yumanensis,Chiroptera
Myotomys_sloggetti,Rodentia
Myotomys_unisulcatus,Rodentia
Myrmecobius_fasciatus,other Australidelphia
Myrmecophaga_tridactyla,Xenarthra
Mysateles_prehensilis,Rodentia
Mystacina_robusta,Chiroptera
Mystacina_tuberculata,Chiroptera
Mystromys_albicaudatus,Rodentia
Myzopoda_aurita,Chiroptera
Naemorhedus_baileyi,Artiodactyla
Naemorhedus_caudatus,Artiodactyla
Naemorhedus_goral,Artiodactyla
Naemorhedus_griseus,Artiodactyla
Nandinia_binotata,Carnivora
Microtus_duodecimcostatus,Rodentia
Microtus_fortis,Rodentia
Microtus_gregalis,Rodentia
Microtus_guatemalensis,Rodentia
Microtus_guentheri,Rodentia
Microtus_kikuchii,Rodentia
Microtus_levis,Rodentia
Microtus_longicaudus,Rodentia
Murina_tubinaris,Chiroptera
Mus_booduga,Rodentia
Mus_bufo,Rodentia
Mus_caroli,Rodentia
Mus_cervicolor,Rodentia
Mus_indutus,Rodentia
Mus_mahomet,Rodentia
Mus_mayori,Rodentia
Mus_minutoides,Rodentia
Mus_musculoides,Rodentia
Mus_musculus,Rodentia
Mus_platythrix,Rodentia
Mus_setulosus,Rodentia
Mus_setzeri,Rodentia
Mus_spicilegus,Rodentia
Mus_spretus,Rodentia
Mus_tenellus,Rodentia
Mus_triton,Rodentia
Muscardinus_avellanarius,Rodentia
Mustela_africana,Carnivora
Mustela_altaica,Carnivora
Mustela_erminea,Carnivora
Mustela_eversmanii,Carnivora
Mustela_felipei,Carnivora
Mustela_frenata,Carnivora
Mustela_kathiah,Carnivora
Mustela_lutreola,Carnivora
Mustela_lutreolina,Carnivora
Mustela_nigripes,Carnivora
Mustela_nivalis,Carnivora
Mustela_nudipes,Carnivora
Mustela_putorius,Carnivora
Mustela_sibirica,Carnivora
Mustela_strigidorsa,Carnivora
Mydaus_javanensis,Carnivora
Mydaus_marchei,Carnivora
Mylomys_dybowskii,Rodentia
Myocastor_coypus,Rodentia
Myodes_californicus,Rodentia
Myodes_centralis,Rodentia
Myodes_gapperi,Rodentia
Myodes_glareolus,Rodentia
Myodes_rufocanus,Rodentia
Myodes_rutilus,Rodentia
Myodes_smithii,Rodentia
Myoictis_melas,other Australidelphia
Myomyscus_verreauxii,Rodentia
Myonycteris_relicta,Chiroptera
Myonycteris_torquata,Chiroptera
Myoprocta_acouchy,Rodentia
Myoprocta_pratti,Rodentia
Myopterus_whitleyi,Chiroptera
Myopus_schisticolor,Rodentia
Myosciurus_pumilio,Rodentia
Myosorex_babaulti,Eulipotyphla
Myosorex_cafer,Eulipotyphla
Myosorex_geata,Eulipotyphla
Myosorex_varius,Eulipotyphla
Myospalax_myospalax,Rodentia
Myospalax_psilurus,Rodentia
Myotis_adversus,Chiroptera
Myotis_albescens,Chiroptera
Myotis_altarium,Chiroptera
Myotis_annectans,Chiroptera
Myotis_auriculus,Chiroptera
Myotis_austroriparius,Chiroptera
Myotis_bechsteinii,Chiroptera
Myotis_blythii,Chiroptera
Myotis_bocagii,Chiroptera
Myotis_brandtii,Chiroptera
Myotis_californicus,Chiroptera
Myotis_capaccinii,Chiroptera
Myotis_chiloensis,Chiroptera
Myotis_chinensis,Chiroptera
Myotis_ciliolabrum,Chiroptera
Myotis_dasycneme,Chiroptera
Myotis_daubentonii,Chiroptera
Myotis_elegans,Chiroptera
Myotis_emarginatus,Chiroptera
Myotis_evotis,Chiroptera
Myotis_formosus,Chiroptera
Myotis_fortidens,Chiroptera
Myotis_frater,Chiroptera
Myotis_goudoti,Chiroptera
Myotis_grisescens,Chiroptera
Myotis_hasseltii,Chiroptera
Myotis_horsfieldii,Chiroptera
Myotis_keaysi,Chiroptera
Myotis_keenii,Chiroptera
Myotis_leibii,Chiroptera
Myotis_levis,Chiroptera
Myotis_lucifugus,Chiroptera
Myotis_macrodactylus,Chiroptera
Myotis_macrotarsus,Chiroptera
Myotis_montivagus,Chiroptera
Myotis_muricola,Chiroptera
Myotis_myotis,Chiroptera
Myotis_nattereri,Chiroptera
Myotis_nesopolus,Chiroptera
Myotis_occultus,Chiroptera
Myotis_oxygnathus,Chiroptera
Myotis_oxyotus,Chiroptera
Myotis_ridleyi,Chiroptera
Myotis_riparius,Chiroptera
Nanger_dama,Artiodactyla
Nanger_granti,Artiodactyla
Nanger_soemmerringii,Artiodactyla
Nanonycteris_veldkampii,Chiroptera
Napaeozapus_insignis,Rodentia
Nasalis_larvatus,Primates
Nasua_narica,Carnivora
Nasua_nasua,Carnivora
Nasuella_olivacea,Carnivora
Natalus_stramineus,Chiroptera
Natalus_tumidirostris,Chiroptera
Neacomys_guianae,Rodentia
Neacomys_spinosus,Rodentia
Neacomys_tenuipes,Rodentia
Neamblysomus_julianae,Afrotheria
Necromys_amoenus,Rodentia
Necromys_lactens,Rodentia
Necromys_lasiurus,Rodentia
Necromys_obscurus,Rodentia
Nelsonia_neotomodon,Rodentia
Neodon_juldaschi,Rodentia
Neodon_sikimensis,Rodentia
Neofelis_nebulosa,Carnivora
Neofiber_alleni,Rodentia
Neohylomys_hainanensis,Eulipotyphla
Neomys_anomalus,Eulipotyphla
Neomys_fodiens,Eulipotyphla
Neophascogale_lorentzi,other Australidelphia
Neophoca_cinerea,Carnivora
Neophocaena_phocaenoides,Cetacea
Neopteryx_frosti,Chiroptera
Neoromicia_capensis,Chiroptera
Neoromicia_flavescens,Chiroptera
Neoromicia_helios,Chiroptera
Neoromicia_melckorum,Chiroptera
Neoromicia_nanus,Chiroptera
Neoromicia_rendalli,Chiroptera
Neoromicia_somalicus,Chiroptera
Neoromicia_tenuipinnis,Chiroptera
Neoromicia_zuluensis,Chiroptera
Neotetracus_sinensis,Eulipotyphla
Neotoma_albigula,Rodentia
Neotoma_angustapalata,Rodentia
Neotoma_anthonyi,Rodentia
Neotoma_bryanti,Rodentia
Neotoma_bunkeri,Rodentia
Neotoma_chrysomelas,Rodentia
Neotoma_cinerea,Rodentia
Neotoma_devia,Rodentia
Neotoma_floridana,Rodentia
Neotoma_fuscipes,Rodentia
Neotoma_goldmani,Rodentia
Neotoma_lepida,Rodentia
Neotoma_macrotis,Rodentia
Neotoma_magister,Rodentia
Neotoma_martinensis,Rodentia
Neotoma_mexicana,Rodentia
Nyctophilus_timoriensis,Chiroptera
Nyctophilus_walkeri,Chiroptera
Ochotona_alpina,Lagomorpha
Ochotona_cansus,Lagomorpha
Ochotona_collaris,Lagomorpha
Ochotona_curzoniae,Lagomorpha
Ochotona_dauurica,Lagomorpha
Ochotona_himalayana,Lagomorpha
Ochotona_huangensis,Lagomorpha
Ochotona_hyperborea,Lagomorpha
Ochotona_koslowi,Lagomorpha
Ochotona_macrotis,Lagomorpha
Ochotona_pallasi,Lagomorpha
Ochotona_princeps,Lagomorpha
Ochotona_pusilla,Lagomorpha
Ochotona_roylei,Lagomorpha
Pelea_capreolus,Artiodactyla
Pelomys_fallax,Rodentia
Pelomys_isseli,Rodentia
Pelomys_minor,Rodentia
Pentalagus_furnessi,Lagomorpha
Oecomys_concolor,Rodentia
Oecomys_flavicans,Rodentia
Oecomys_mamorae,Rodentia
Oecomys_paricola,Rodentia
Oecomys_phaeotis,Rodentia
Oecomys_rex,Rodentia
Oecomys_roberti,Rodentia
Oecomys_rutilus,Rodentia
Oecomys_speciosus,Rodentia
Oecomys_superans,Rodentia
Oecomys_trinitatis,Rodentia
Oenomys_hypoxanthus,Rodentia
Oenomys_ornatus,Rodentia
Okapia_johnstoni,Artiodactyla
Olallamys_albicauda,Rodentia
Olallamys_edax,Rodentia
Oligoryzomys_andinus,Rodentia
Oligoryzomys_arenalis,Rodentia
Oligoryzomys_chacoensis,Rodentia
Oligoryzomys_delticola,Rodentia
Oligoryzomys_destructor,Rodentia
Oligoryzomys_eliurus,Rodentia
Oligoryzomys_flavescens,Rodentia
Oligoryzomys_fulvescens,Rodentia
Oligoryzomys_griseolus,Rodentia
Oligoryzomys_longicaudatus,Rodentia
Oligoryzomys_magellanicus,Rodentia
Oligoryzomys_microtis,Rodentia
Oligoryzomys_nigripes,Rodentia
Ommatophoca_rossii,Carnivora
Ondatra_zibethicus,Rodentia
Onychogalea_fraenata,Diprotodontia
Onychogalea_lunata,Diprotodontia
Onychogalea_unguifera,Diprotodontia
Onychomys_arenicola,Rodentia
Oryzomys_galapagoensis,Rodentia
Oryzomys_gorgasi,Rodentia
Oryzomys_hammondi,Rodentia
Oryzomys_keaysi,Rodentia
Oryzomys_lamia,Rodentia
Oryzomys_laticeps,Rodentia
Oryzomys_legatus,Rodentia
Oryzomys_levipes,Rodentia
Oryzomys_macconnelli,Rodentia
Oryzomys_megacephalus,Rodentia
Oryzomys_melanotis,Rodentia
Oryzomys_nitidus,Rodentia
Oryzomys_palustris,Rodentia
Oryzomys_polius,Rodentia
Oryzomys_russatus,Rodentia
Neotoma_micropus,Rodentia
Neotoma_nelsoni,Rodentia
Neotoma_palatina,Rodentia
Neotoma_phenax,Rodentia
Neotoma_stephensi,Rodentia
Neotomodon_alstoni,Rodentia
Neotomys_ebriosus,Rodentia
Neotragus_batesi,Artiodactyla
Neotragus_moschatus,Artiodactyla
Neotragus_pygmaeus,Artiodactyla
Nesokia_indica,Rodentia
Nesolagus_netscheri,Lagomorpha
Nesomys_audeberti,Rodentia
Nesomys_lambertoni,Rodentia
Nesomys_rufus,Rodentia
Neurotrichus_gibbsii,Eulipotyphla
Neusticomys_monticolus,Rodentia
Neusticomys_mussoi,Rodentia
Neusticomys_oyapocki,Rodentia
Neusticomys_peruviensis,Rodentia
Neusticomys_venezuelae,Rodentia
Ningaui_ridei,other Australidelphia
Ningaui_timealeyi,other Australidelphia
Ningaui_yvonnae,other Australidelphia
Niviventer_coninga,Rodentia
Niviventer_cremoriventer,Rodentia
Niviventer_culturatus,Rodentia
Niviventer_eha,Rodentia
Niviventer_fulvescens,Rodentia
Niviventer_niviventer,Rodentia
Niviventer_rapit,Rodentia
Noctilio_albiventris,Chiroptera
Noctilio_leporinus,Chiroptera
Nomascus_concolor,Primates
Nomascus_leucogenys,Primates
Notiomys_edwardsii,Rodentia
Notiosorex_crawfordi,Eulipotyphla
Notiosorex_evotis,Eulipotyphla
Notomys_alexis,Rodentia
Notomys_amplus,Rodentia
Notomys_aquilo,Rodentia
Notomys_cervinus,Rodentia
Notomys_fuscus,Rodentia
Notomys_longicaudatus,Rodentia
Notomys_macrotis,Rodentia
Notomys_mitchellii,Rodentia
Notomys_mordax,Rodentia
Notopteris_macdonaldi,Chiroptera
Notopteris_neocaledonica,Chiroptera
Notoryctes_typhlops,other Australidelphia
Nyctalus_aviator,Chiroptera
Nyctalus_lasiopterus,Chiroptera
Nyctalus_leisleri,Chiroptera
Nyctalus_noctula,Chiroptera
Nyctereutes_procyonoides,Carnivora
Nycteris_arge,Chiroptera
Nycteris_gambiensis,Chiroptera
Nycteris_grandis,Chiroptera
Nycteris_hispida,Chiroptera
Nycteris_javanica,Chiroptera
Nycteris_macrotis,Chiroptera
Nycteris_madagascariensis,Chiroptera
Nycteris_nana,Chiroptera
Nycteris_thebaica,Chiroptera
Nycteris_tragata,Chiroptera
Nycteris_woodi,Chiroptera
Nycticebus_bengalensis,Primates
Nycticebus_coucang,Primates
Nycticebus_pygmaeus,Primates
Nycticeinops_schlieffeni,Chiroptera
Nycticeius_humeralis,Chiroptera
Nyctimene_aello,Chiroptera
Nyctimene_albiventer,Chiroptera
Nyctimene_cephalotes,Chiroptera
Nyctimene_certans,Chiroptera
Nyctimene_cyclotis,Chiroptera
Nyctimene_draconilla,Chiroptera
Nyctimene_major,Chiroptera
Nyctimene_malaitensis,Chiroptera
Nyctimene_masalai,Chiroptera
Nyctimene_rabori,Chiroptera
Nyctimene_robinsoni,Chiroptera
Nyctimene_vizcaccia,Chiroptera
Nyctinomops_aurispinosus,Chiroptera
Nyctinomops_femorosaccus,Chiroptera
Nyctinomops_laticaudatus,Chiroptera
Nyctinomops_macrotis,Chiroptera
Nyctomys_sumichrasti,Rodentia
Nyctophilus_arnhemensis,Chiroptera
Nyctophilus_bifax,Chiroptera
Nyctophilus_gouldi,Chiroptera
Nyctophilus_microtis,Chiroptera
Ochotona_rufescens,Lagomorpha
Ochotona_rutila,Lagomorpha
Ochotona_thibetana,Lagomorpha
Ochrotomys_nuttalli,Rodentia
Octodon_bridgesi,Rodentia
Octodon_degus,Rodentia
Octodon_lunatus,Rodentia
Octodontomys_gliroides,Rodentia
Octomys_mimax,Rodentia
Odobenus_rosmarus,Carnivora
Odocoileus_hemionus,Artiodactyla
Odocoileus_virginianus,Artiodactyla
Oecomys_bicolor,Rodentia
Oecomys_cleberi,Rodentia
Onychomys_leucogaster,Rodentia
Onychomys_torridus,Rodentia
Orcaella_brevirostris,Cetacea
Orcinus_orca,Cetacea
Oreamnos_americanus,Artiodactyla
Oreonax_flavicauda,Primates
Oreotragus_oreotragus,Artiodactyla
Ornithorhynchus_anatinus,Monotremata
Orthogeomys_cavator,Rodentia
Orthogeomys_cuniculus,Rodentia
Orthogeomys_dariensis,Rodentia
Orthogeomys_grandis,Rodentia
Orthogeomys_heterodus,Rodentia
Orthogeomys_hispidus,Rodentia
Orthogeomys_lanius,Rodentia
Orthogeomys_underwoodi,Rodentia
Orycteropus_afer,Afrotheria
Oryctolagus_cuniculus,Lagomorpha
Oryx_beisa,Artiodactyla
Oryx_dammah,Artiodactyla
Oryx_gazella,Artiodactyla
Oryx_leucoryx,Artiodactyla
Oryzomys_albigularis,Rodentia
Oryzomys_alfaroi,Rodentia
Oryzomys_angouya,Rodentia
Oryzomys_auriventer,Rodentia
Oryzomys_balneator,Rodentia
Oryzomys_bolivaris,Rodentia
Oryzomys_chapmani,Rodentia
Oryzomys_couesi,Rodentia
Oryzomys_subflavus,Rodentia
Oryzomys_talamancae,Rodentia
Oryzomys_xanthaeolus,Rodentia
Oryzomys_yunganus,Rodentia
Oryzorictes_hova,Afrotheria
Oryzorictes_tetradactylus,Afrotheria
Osgoodomys_banderanus,Rodentia
Otaria_flavescens,Carnivora
Otocyon_megalotis,Carnivora
Otolemur_crassicaudatus,Primates
Otolemur_garnettii,Primates
Otolemur_monteiri,Primates
Otomops_martiensseni,Chiroptera
Otomops_wroughtoni,Chiroptera
Otomys_angoniensis,Rodentia
Otomys_denti,Rodentia
Otomys_irroratus,Rodentia
Otomys_laminatus,Rodentia
Otomys_maximus,Rodentia
Otomys_tropicalis,Rodentia
Otomys_typus,Rodentia
Otonycteris_hemprichii,Chiroptera
Otonyctomys_hatti,Rodentia
Otopteropus_cartilagonodus,Chiroptera
Ototylomys_phyllotis,Rodentia
Ourebia_ourebi,Artiodactyla
Ovibos_moschatus,Artiodactyla
Ovis_ammon,Artiodactyla
Ovis_aries,Artiodactyla
Ovis_canadensis,Artiodactyla
Ovis_dalli,Artiodactyla
Ovis_nivicola,Artiodactyla
Oxymycterus_akodontius,Rodentia
Oxymycterus_angularis,Rodentia
Oxymycterus_delator,Rodentia
Oxymycterus_hiska,Rodentia
Oxymycterus_hispidus,Rodentia
Oxymycterus_hucucha,Rodentia
Oxymycterus_inca,Rodentia
Oxymycterus_nasutus,Rodentia
Oxymycterus_paramensis,Rodentia
Oxymycterus_roberti,Rodentia
Oxymycterus_rufus,Rodentia
Ozotoceros_bezoarticus,Artiodactyla
Pachyuromys_duprasi,Rodentia
Pagophilus_groenlandicus,Carnivora
Paguma_larvata,Carnivora
Pan_paniscus,Primates
Pan_troglodytes,Primates
Panthera_leo,Carnivora
Panthera_onca,Carnivora
Panthera_pardus,Carnivora
Panthera_tigris,Carnivora
Phocoena_dioptrica,Cetacea
Phocoena_phocoena,Cetacea
Phocoena_sinus,Cetacea
Phocoena_spinipinnis,Cetacea
Phocoenoides_dalli,Cetacea
Phodopus_campbelli,Rodentia
Phodopus_roborovskii,Rodentia
Phodopus_sungorus,Rodentia
Phoniscus_atrox,Chiroptera
Phoniscus_jagorii,Chiroptera
Phoniscus_papuensis,Chiroptera
Phylloderma_stenops,Chiroptera
Phyllomys_blainvillii,Rodentia
Phyllomys_brasiliensis,Rodentia
Phyllomys_dasythrix,Rodentia
Pantholops_hodgsonii,Artiodactyla
Papio_anubis,Primates
Papio_cynocephalus,Primates
Papio_hamadryas,Primates
Papio_papio,Primates
Papio_ursinus,Primates
Pappogeomys_alcorni,Rodentia
Pappogeomys_bulleri,Rodentia
Paracrocidura_schoutedeni,Eulipotyphla
Paracynictis_selousi,Carnivora
Paradipus_ctenodactylus,Rodentia
Paradoxurus_hermaphroditus,Carnivora
Paradoxurus_jerdoni,Carnivora
Paradoxurus_zeylonensis,Carnivora
Paraechinus_aethiopicus,Eulipotyphla
Paraechinus_hypomelas,Eulipotyphla
Paraechinus_micropus,Eulipotyphla
Paraechinus_nudiventris,Eulipotyphla
Parahydromys_asper,Rodentia
Paraleptomys_rufilatus,Rodentia
Paraleptomys_wilhelmina,Rodentia
Paralomys_gerbillus,Rodentia
Paramelomys_levipes,Rodentia
Paramelomys_lorentzii,Rodentia
Paramelomys_mollis,Rodentia
Paramelomys_moncktoni,Rodentia
Paramelomys_platyops,Rodentia
Paramelomys_rubex,Rodentia
Paramurexia_rothschildi,other Australidelphia
Parantechinus_apicalis,other Australidelphia
Paranyctimene_raptor,Chiroptera
Parascalops_breweri,Eulipotyphla
Paraxerus_alexandri,Rodentia
Paraxerus_boehmi,Rodentia
Paraxerus_cepapi,Rodentia
Paraxerus_cooperi,Rodentia
Paraxerus_flavovittis,Rodentia
Paraxerus_lucifer,Rodentia
Paraxerus_ochraceus,Rodentia
Paraxerus_palliatus,Rodentia
Paraxerus_poensis,Rodentia
Paraxerus_vexillarius,Rodentia
Pardofelis_marmorata,Carnivora
Parotomys_brantsii,Rodentia
Parotomys_littledalei,Rodentia
Paruromys_dominator,Rodentia
Pecari_tajacu,Artiodactyla
Pectinator_spekei,Rodentia
Pedetes_capensis,Rodentia
Penthetor_lucasi,Chiroptera
Peponocephala_electra,Cetacea
Perameles_bougainville,other Australidelphia
Perameles_eremiana,other Australidelphia
Perameles_gunnii,other Australidelphia
Perameles_nasuta,other Australidelphia
Perodicticus_potto,Primates
Perognathus_alticolus,Rodentia
Perognathus_amplus,Rodentia
Perognathus_fasciatus,Rodentia
Perognathus_flavescens,Rodentia
Perognathus_flavus,Rodentia
Perognathus_inornatus,Rodentia
